id,clinic_name,clinic_address_1
4162,"Herrera, Edwards and Martin Clinic","No.376/2, 35, Mariamman West Street, Sathyamangalam Road, Singanallur, Coimbatore, Tamil Nadu - 641075. Ph: 0422-4792235"
4163,Davis Group Clinic,"No.788/1, 20, Ambedkar North Street, VOC Road, Ottapidaram, Thoothukudi, Tamil Nadu - 628026. Ph: 0461-9718417"
4164,"Horton, Hart and Robinson Clinic","No.154/A, 12, Vivekananda Bazaar Street, Cauvery Road, Bhavani, Erode, Tamil Nadu - 638011. Ph: 0424-4906256"
4165,Williams PLC Clinic,"No.197/2, 38, Rajaji Market Street, Nehru Street, Gandhipuram, Coimbatore, Tamil Nadu - 641113. Ph: 0422-2518070"
4166,"Cabrera, Ramirez and Collins Clinic","No.90/1, 9, Bharathiar Cross Street, Old Bus Stand Road, Denkanikottai, Krishnagiri, Tamil Nadu - 635027. Ph: 04343-6285255"
4167,King-Cooper Clinic,"No.93/1, 35, Bharathiar West Street, Big Bazaar Street, Pollachi, Coimbatore, Tamil Nadu - 641027. Ph: 0422-6966639"
4168,"Allen, Russell and Jimenez Clinic","No.753/A, 29, Shiva Nehru Street, Bypass Road, Cheyyar, Tiruvannamalai, Tamil Nadu - 606411. Ph: 04175-6643597"
4169,Young-Davis Clinic,"No.401/1, 35, Mariamman Anna Street, 1st Main Road, Kodambakkam, Chennai, Tamil Nadu - 600050. Ph: 044-9360931"
4170,"Reynolds, Padilla and Galloway Clinic","No.150, 22, Bharathiar Market Street, Hospital Street, Nagapattinam, Nagapattinam, Tamil Nadu - 611080. Ph: 04365-7574242"
4171,Foster-Gray Clinic,"No.599, 39, Vinayagar Main Road, Market Road, Aravakurichi, Karur, Tamil Nadu - 639030. Ph: 04324-3362169"
4172,Rush Group Clinic,"No.703/A, 34, Anna West Street, Kangeyam Road, Palladam, Tiruppur, Tamil Nadu - 641666. Ph: 0421-6355439"
4173,Meza-Jones Clinic,"No.69/A, 1, Gandhi Tank Street, Big Bazaar Street, Sulur, Coimbatore, Tamil Nadu - 641039. Ph: 0422-5911277"
4174,Kelly PLC Clinic,"No.162/B, 19, Rajaji Ambedkar Road, Sathyamangalam Road, Mettupalayam, Coimbatore, Tamil Nadu - 641047. Ph: 0422-3250739"
4175,Welch PLC Clinic,"No.941/B, 45, Murugan Hospital Road, Williams Road, KK Nagar, Tiruchirappalli, Tamil Nadu - 620015. Ph: 0431-2532491"
4176,"Smith, Nguyen and Little Clinic","No.417, 36, MGR 3rd Street, Krishnagiri Road, Harur, Dharmapuri, Tamil Nadu - 636756. Ph: 04342-4812387"
4177,"Rivera, Watkins and Velez Clinic","No.516, 18, Murugan Kovil Street, DB Road, Peelamedu, Coimbatore, Tamil Nadu - 641013. Ph: 0422-4173845"
4178,Robinson-King Clinic,"No.375/2, 23, Murugan Cross Street, 2nd Cross Street, T.Nagar, Chennai, Tamil Nadu - 600053. Ph: 044-6713860"
4179,Duncan-Rodriguez Clinic,"No.951/A, 44, Nehru Kovil Street, Railway Station Road, Palani, Dindigul, Tamil Nadu - 624231. Ph: 0451-4540394"
4180,"Randall, Gregory and Owen Clinic","No.598/A, 9, Ambedkar Periyar Street, Mysore Road, Pandalur, Nilgiris, Tamil Nadu - 643075. Ph: 0423-2200952"
4181,Oconnor-Cobb Clinic,"No.314, 31, Ambedkar Cross Street, GST Road, Nungambakkam, Chennai, Tamil Nadu - 600074. Ph: 044-9838957"
4182,"Potter, Johnson and Rodriguez Clinic","No.563/B, 19, Rajaji 2nd Street, Market Street, Vaniyambadi, Tirupathur, Tamil Nadu - 635605. Ph: 04179-4281323"
4183,Gray-Brewer Clinic,"No.891/B, 38, MGR 3rd Street, Salem Road, Alathur, Perambalur, Tamil Nadu - 621200. Ph: 04328-8128163"
4184,"Campbell, Snyder and Black Clinic","No.671/1, 16, Vivekananda North Street, Cross Cut Road, Annur, Coimbatore, Tamil Nadu - 641064. Ph: 0422-4252440"
4185,Brown-Harvey Clinic,"No.368, 18, Kamaraj Old Street, Cross Cut Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641064. Ph: 0422-2135274"
4186,"Moon, Smith and Arnold Clinic","No.664/B, 7, Patel Raja Street, Trichy Road, Orathanadu, Thanjavur, Tamil Nadu - 613002. Ph: 04362-2624741"
4187,Rivera-Smith Clinic,"No.917, 1, Shiva Raja Street, Cauvery Road, Perundurai, Erode, Tamil Nadu - 638003. Ph: 0424-5119025"
4188,Chambers Group Clinic,"No.629, 21, Rajiv Kamaraj Road, South Veli Street, Madurai, Madurai, Tamil Nadu - 625012. Ph: 0452-6995231"
4189,Guerrero PLC Clinic,"No.913/1, 13, Patel 3rd Street, Nethaji Road, Sathyamangalam, Erode, Tamil Nadu - 638006. Ph: 0424-8525403"
4190,Smith Ltd Clinic,"No.770/1, 17, Ambedkar Old Street, South Veli Street, Arapalayam, Madurai, Tamil Nadu - 625021. Ph: 0452-6949607"
4191,Roberts-Trevino Clinic,"No.384, 4, Indira Anna Street, Hospital Road, Virudhunagar, Virudhunagar, Tamil Nadu - 626140. Ph: 04562-2073495"
4192,"Mcbride, Sawyer and Lowery Clinic","No.992/A, 26, Subash Ambedkar Road, Ayyasamy Road, Pattukottai, Thanjavur, Tamil Nadu - 613009. Ph: 04362-2408700"
4193,"Hines, Lester and Casey Clinic","No.322/2, 24, Anna New Street, Oppanakara Street, Coimbatore, Coimbatore, Tamil Nadu - 641025. Ph: 0422-4205770"
4194,Harrison Ltd Clinic,"No.227/A, 1, Indira Gandhi Road, Bye Pass Road, Tirunelveli, Tirunelveli, Tamil Nadu - 627007. Ph: 0462-9283670"
4195,"Carpenter, Caldwell and Robinson Clinic","No.574/B, 1, Vivekananda Anna Street, Ammapet, Attur, Salem, Tamil Nadu - 636006. Ph: 0427-2786094"
4196,Pruitt Group Clinic,"No.568, 23, Kamaraj Hospital Road, Bharathidasan Road, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620010. Ph: 0431-4830957"
4197,Bishop-Thomas Clinic,"No.243/2, 4, Murugan Kovil Street, Beach Road, Cuddalore, Cuddalore, Tamil Nadu - 607540. Ph: 04142-6714110"
4198,Gonzalez PLC Clinic,"No.122, 28, Patel Kamaraj Road, Periyar Bus Stand Road, KK Nagar, Madurai, Tamil Nadu - 625016. Ph: 0452-5029035"
4199,"Livingston, Foster and Austin Clinic","No.336/2, 10, Indira 3rd Street, Saradha College Road, Rasipuram, Salem, Tamil Nadu - 636006. Ph: 0427-8162418"
4200,"Morris, Jackson and Allen Clinic","No.507/1, 50, APJ Kalam Kovil Street, Poonamallee High Road, Anna Nagar, Chennai, Tamil Nadu - 600018. Ph: 044-3566453"
4201,Washington-Levy Clinic,"No.105/B, 4, Nehru Kovil Street, Cuddalore Road, Villupuram, Villupuram, Tamil Nadu - 605537. Ph: 04146-3658488"
4202,Campos-Miller Clinic,"No.158, 29, Perumal South Street, Kilnathur Road, Tiruvannamalai, Tiruvannamalai, Tamil Nadu - 606352. Ph: 04175-7721075"
4203,Hartman-Blanchard Clinic,"No.470, 18, Perumal Ambedkar Road, Hospital Road, Andimadam, Ariyalur, Tamil Nadu - 621726. Ph: 04329-2640778"
4204,"Sellers, Neal and Taylor Clinic","No.143/1, 45, Murugan 3rd Street, Kangeyam Road, Udumalpet, Tiruppur, Tamil Nadu - 641645. Ph: 0421-6062882"
4205,Gordon-Hamilton Clinic,"No.640/1, 18, Subash Big Street, South Veli Street, Vadipatti, Madurai, Tamil Nadu - 625011. Ph: 0452-8549861"
4206,"Banks, Henderson and Carpenter Clinic","No.82/A, 41, Vivekananda Hospital Road, Market Street, Kallakurichi, Kallakurichi, Tamil Nadu - 606204. Ph: 04151-6008490"
4207,Shelton-Allen Clinic,"No.819, 20, Indira Market Street, SIPCOT Road, Uthangarai, Krishnagiri, Tamil Nadu - 635031. Ph: 04343-2401217"
4208,Parker Group Clinic,"No.950, 40, Mariamman Big Street, GST Road, Madurantakam, Chengalpet, Tamil Nadu - 603187. Ph: 044-3104839"
4209,"Bailey, Lee and Riley Clinic","No.744, 7, Patel Cross Street, Race Course Road, Sulur, Coimbatore, Tamil Nadu - 641057. Ph: 0422-2419654"
4210,"Simon, Jordan and Jacobs Clinic","No.812, 47, Murugan Anna Street, Junction Road, Sankarankovil, Tirunelveli, Tamil Nadu - 627008. Ph: 0462-8883669"
4211,Brown Ltd Clinic,"No.38, 24, Indira Kovil Street, Nehru Street, Kodambakkam, Chennai, Tamil Nadu - 600096. Ph: 044-8811470"
4212,Hall-Cobb Clinic,"No.850/1, 19, Murugan School Road, Salai Road, Perambalur, Tiruchirappalli, Tamil Nadu - 620023. Ph: 0431-4086886"
4213,"Patterson, Bolton and Woods Clinic","No.812, 23, MGR Nehru Street, Sathyamangalam Road, Sulur, Coimbatore, Tamil Nadu - 641088. Ph: 0422-6506044"
4214,Campbell and Sons Clinic,"No.689/2, 18, Gandhi North Street, Race Course Road, Singanallur, Coimbatore, Tamil Nadu - 641066. Ph: 0422-5955134"
4215,Pena-Garcia Clinic,"No.973/A, 36, Mariamman 3rd Street, Madurai Road, Theni, Theni, Tamil Nadu - 625552. Ph: 04546-2045312"
4216,Warner Ltd Clinic,"No.933/2, 33, Anna Tank Street, Trichy Road, Kurumbalur, Perambalur, Tamil Nadu - 621155. Ph: 04328-2386486"
4217,Lester PLC Clinic,"No.472/1, 40, Ambedkar Bazaar Street, Nehru Street, Adyar, Chennai, Tamil Nadu - 600026. Ph: 044-7857152"
4218,Garcia Inc Clinic,"No.612, 50, Subash Bazaar Street, Perundurai Road, Sathyamangalam, Erode, Tamil Nadu - 638008. Ph: 0424-9907982"
4219,Lee-Morales Clinic,"No.120, 35, Kamaraj New Street, Big Bazaar Street, Sulur, Coimbatore, Tamil Nadu - 641029. Ph: 0422-8069935"
4220,"Coleman, Patterson and Sanchez Clinic","No.747/2, 38, Vinayagar South Street, Market Street, Dharmapuri, Dharmapuri, Tamil Nadu - 636775. Ph: 04342-5118828"
4221,Rodriguez-Quinn Clinic,"No.964/1, 11, Vivekananda Big Street, Bypass Road, Kurumbalur, Perambalur, Tamil Nadu - 621102. Ph: 04328-9871161"
4222,Nelson PLC Clinic,"No.471/A, 20, Anna Market Street, Race Course Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641048. Ph: 0422-4744356"
4223,Monroe-Palmer Clinic,"No.567, 47, Murugan 1st Street, Hospital Road, Sivakasi, Virudhunagar, Tamil Nadu - 626170. Ph: 04562-8887568"
4224,Torres-Franco Clinic,"No.822/B, 27, Mariamman 3rd Street, Market Street, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609170. Ph: 04364-9105965"
4225,"Stone, Abbott and Brooks Clinic","No.156/A, 35, APJ Kalam Anna Street, East Car Street, Papanasam, Tiruvarur, Tamil Nadu - 612380. Ph: 04366-5741456"
4226,"Lyons, Hernandez and Morgan Clinic","No.271/1, 9, Periyar Nehru Street, Madurai Road, Pudukkottai, Pudukottai, Tamil Nadu - 622209. Ph: 04322-7177543"
4227,Diaz-Gray Clinic,"No.968, 2, Bharathiar East Street, Gandhi Street, Srivilliputhur, Virudhunagar, Tamil Nadu - 626180. Ph: 04562-6628739"
4228,Oliver PLC Clinic,"No.692/A, 35, Ambedkar Nehru Street, OMR Road, Madurantakam, Chengalpet, Tamil Nadu - 603144. Ph: 044-2434156"
4229,Flores Inc Clinic,"No.317/B, 19, Vinayagar Kovil Street, Kalavasal, Paravai, Madurai, Tamil Nadu - 625003. Ph: 0452-4480874"
4230,"Townsend, Zimmerman and Allen Clinic","No.471/1, 8, Rajaji 2nd Street, Nehru Street, RS Puram, Coimbatore, Tamil Nadu - 641092. Ph: 0422-8089659"
4231,Richardson-Eaton Clinic,"No.16, 32, Anna Kamaraj Road, Mattuthavani Road, Anna Nagar, Madurai, Tamil Nadu - 625018. Ph: 0452-9023890"
4232,Coleman Group Clinic,"No.53/1, 13, Murugan Periyar Street, Market Street, Jolarpettai, Tirupathur, Tamil Nadu - 635815. Ph: 04179-8703504"
4233,Merritt-Perez Clinic,"No.190/B, 7, Bharathiar Kovil Street, Saradha College Road, Omalur, Salem, Tamil Nadu - 636016. Ph: 0427-3715345"
4234,Conley-Rodriguez Clinic,"No.572/B, 9, Gandhi 2nd Street, Market Street, Kamuthi, Ramanathapuram, Tamil Nadu - 623570. Ph: 04567-2579294"
4235,Campos-Chambers Clinic,"No.898/1, 11, Vinayagar Nehru Street, Nehru Street, Pollachi, Coimbatore, Tamil Nadu - 641033. Ph: 0422-3141942"
4236,"Bryant, Rios and Sanders Clinic","No.28/B, 23, Rajaji 2nd Street, Omalur Road, Namakkal, Salem, Tamil Nadu - 636006. Ph: 0427-5685246"
4237,Wilson and Sons Clinic,"No.861/1, 4, Vivekananda Old Street, Chinthamani Road, Perambalur, Tiruchirappalli, Tamil Nadu - 620001. Ph: 0431-8588288"
4238,Johnson PLC Clinic,"No.149/1, 28, Ambedkar New Street, Oppanakara Street, Singanallur, Coimbatore, Tamil Nadu - 641091. Ph: 0422-8425948"
4239,Hill-Richardson Clinic,"No.899, 40, Patel Cross Street, Five Roads, Salem, Salem, Tamil Nadu - 636001. Ph: 0427-6387726"
4240,Mason PLC Clinic,"No.524, 47, Anna East Street, Vellore Road, Jolarpettai, Tirupathur, Tamil Nadu - 635667. Ph: 04179-5609097"
4241,Burnett-Tate Clinic,"No.331/A, 31, Ambedkar Cross Street, Pillayar Koil Street, Sriperumbudur, Kancheepuram, Tamil Nadu - 631542. Ph: 044-7377351"
4242,Adams Ltd Clinic,"No.131/1, 36, Nehru Big Street, Station Road, Tirupathur, Tirupathur, Tamil Nadu - 635716. Ph: 04179-5993226"
4243,Le Inc Clinic,"No.715/1, 13, Vinayagar 1st Street, VOC Road, Bhavani, Erode, Tamil Nadu - 638004. Ph: 0424-3463923"
4244,Jensen PLC Clinic,"No.595/2, 34, Nehru Kamaraj Road, Avinashi Road, Annur, Coimbatore, Tamil Nadu - 641023. Ph: 0422-3390715"
4245,Buchanan-Mitchell Clinic,"No.313/A, 12, Rajiv New Street, Hospital Road, Kollidam, Mayiladuthurai, Tamil Nadu - 609132. Ph: 04364-2168290"
4246,Curry and Sons Clinic,"No.495, 48, Patel North Street, Nehru Street, Adyar, Chennai, Tamil Nadu - 600074. Ph: 044-7696994"
4247,Hughes-Olsen Clinic,"No.421/1, 14, Shiva South Street, Tirunelveli Road, Alangulam, Tenkasi, Tamil Nadu - 627830. Ph: 04633-5126168"
4248,"Schwartz, Powell and Diaz Clinic","No.836/2, 19, Anna Raja Street, Promenade Road, Manachanallur, Tiruchirappalli, Tamil Nadu - 620014. Ph: 0431-6624317"
4249,Greene-Stuart Clinic,"No.941/1, 41, Perumal Market Street, Avinashi Road, Coimbatore, Coimbatore, Tamil Nadu - 641067. Ph: 0422-8049650"
4250,Gamble PLC Clinic,"No.694/2, 1, Shiva Kamaraj Road, Vellore Road, Jolarpettai, Tirupathur, Tamil Nadu - 635705. Ph: 04179-6515249"
4251,Case Inc Clinic,"No.162, 3, Vinayagar 2nd Street, Omalur Road, Mettur, Salem, Tamil Nadu - 636010. Ph: 0427-4149988"
4252,Brock-Robinson Clinic,"No.236, 8, Perumal Ambedkar Road, Station Road, Tindivanam, Villupuram, Tamil Nadu - 605421. Ph: 04146-9087411"
4253,Potts-Murray Clinic,"No.543/1, 12, Anna Kamaraj Road, Gandhi Road, Sriperumbudur, Kancheepuram, Tamil Nadu - 631544. Ph: 044-2544346"
4254,Williams-Wallace Clinic,"No.142, 48, Gandhi Big Street, Vellore Road, Ranipet, Ranipet, Tamil Nadu - 632495. Ph: 04172-9121505"
4255,"Jackson, Smith and Brady Clinic","No.696/1, 27, Subash Cross Street, Beach Road, Bhuvanagiri, Cuddalore, Tamil Nadu - 607584. Ph: 04142-8783549"
4256,Thomas Inc Clinic,"No.774, 9, Nehru Periyar Street, Vellore Road, Jolarpettai, Tirupathur, Tamil Nadu - 635774. Ph: 04179-2880799"
4257,Wolf LLC Clinic,"No.583/1, 16, Rajiv Old Street, Salem Road, Kallakurichi, Villupuram, Tamil Nadu - 605154. Ph: 04146-7683717"
4258,Burke-Elliott Clinic,"No.627/1, 46, Murugan 1st Street, Mathur Road, Hosur, Krishnagiri, Tamil Nadu - 635092. Ph: 04343-5629536"
4259,"Cross, James and Tate Clinic","No.306/B, 45, Shiva North Street, Cross Cut Road, Gandhipuram, Coimbatore, Tamil Nadu - 641063. Ph: 0422-8187867"
4260,"Grimes, Hayes and Durham Clinic","No.741/A, 38, Anna Ambedkar Road, Trichy Road, Peelamedu, Coimbatore, Tamil Nadu - 641035. Ph: 0422-3213302"
4261,Mitchell PLC Clinic,"No.877/B, 15, Vivekananda Nehru Street, Hospital Road, Jolarpettai, Tirupathur, Tamil Nadu - 635811. Ph: 04179-9512459"
4262,Anderson-Ramos Clinic,"No.171/2, 16, Murugan Periyar Street, Club Road, Ooty, Nilgiris, Tamil Nadu - 643219. Ph: 0423-4141978"
4263,"Valenzuela, Davis and Mays Clinic","No.644/2, 19, Gandhi Kamaraj Road, Oppanakara Street, Annur, Coimbatore, Tamil Nadu - 641073. Ph: 0422-5224590"
4264,"Carr, Reynolds and Patterson Clinic","No.832/B, 37, Vivekananda Anna Street, Railway Station Road, Natham, Dindigul, Tamil Nadu - 624665. Ph: 0451-3278888"
4265,Rice-Wilson Clinic,"No.275/A, 8, Nehru Periyar Street, Avinashi Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641096. Ph: 0422-6206045"
4266,Little Inc Clinic,"No.655, 50, APJ Kalam North Street, Cross Cut Road, Coimbatore, Coimbatore, Tamil Nadu - 641039. Ph: 0422-3828969"
4267,Scott Inc Clinic,"No.871/B, 50, Mariamman Kovil Street, 2nd Cross Street, Royapettah, Chennai, Tamil Nadu - 600011. Ph: 044-6815522"
4268,Wright-Ramirez Clinic,"No.265/1, 17, Ambedkar North Street, Oppanakara Street, Saibaba Colony, Coimbatore, Tamil Nadu - 641072. Ph: 0422-2104525"
4269,Mendez and Sons Clinic,"No.14/A, 3, Mariamman Anna Street, Saradha College Road, Mettur, Salem, Tamil Nadu - 636007. Ph: 0427-6552177"
4270,"Stewart, Smith and Kerr Clinic","No.541/2, 24, Vivekananda Periyar Street, Rockfort Road, Kulithalai, Tiruchirappalli, Tamil Nadu - 620014. Ph: 0431-8905169"
4271,Acevedo-Pennington Clinic,"No.621, 49, Gandhi 2nd Street, Periyar Bus Stand Road, Melur, Madurai, Tamil Nadu - 625009. Ph: 0452-7623672"
4272,"Armstrong, Pham and Bright Clinic","No.514/1, 49, Kamaraj New Street, Big Bazaar Street, Gandhipuram, Coimbatore, Tamil Nadu - 641095. Ph: 0422-6850055"
4273,"Newton, Rogers and Barnett Clinic","No.811, 11, Periyar Ambedkar Road, Market Road, Rajapalayam, Virudhunagar, Tamil Nadu - 626156. Ph: 04562-4766279"
4274,Solomon-Buckley Clinic,"No.426, 7, Ambedkar Old Street, Big Bazaar Street, Saibaba Colony, Coimbatore, Tamil Nadu - 641015. Ph: 0422-7141571"
4275,Kelly and Sons Clinic,"No.180, 30, Indira 3rd Street, Club Road, Udhagamandalam, Nilgiris, Tamil Nadu - 643168. Ph: 0423-5988228"
4276,Gonzalez-Gonzalez Clinic,"No.574, 2, Perumal Anna Street, Club Road, Coonoor, Nilgiris, Tamil Nadu - 643250. Ph: 0423-4220652"
4277,Rose PLC Clinic,"No.519, 29, Kamaraj West Street, VOC Road, Sathyamangalam, Erode, Tamil Nadu - 638004. Ph: 0424-2543732"
4278,Peterson Group Clinic,"No.903/1, 46, Rajiv Nehru Street, Periyar Bus Stand Road, Vadipatti, Madurai, Tamil Nadu - 625009. Ph: 0452-5254071"
4279,Flores-Chang Clinic,"No.32/A, 19, Indira Old Street, Officers Line, Vellore, Vellore, Tamil Nadu - 632010. Ph: 0416-8558614"
4280,"Kim, Pineda and Stein Clinic","No.958/A, 1, Mariamman Gandhi Road, Brough Road, Dharapuram, Erode, Tamil Nadu - 638001. Ph: 0424-2286974"
4281,Hammond Ltd Clinic,"No.688, 34, Subash West Street, Salai Road, Srirangam, Tiruchirappalli, Tamil Nadu - 620015. Ph: 0431-7482308"
4282,"White, Matthews and Frank Clinic","No.303, 25, Rajiv West Street, Hospital Road, Sankarankovil, Tenkasi, Tamil Nadu - 627850. Ph: 04633-6758783"
4283,"Allen, Boyd and Castro Clinic","No.967/1, 25, Vinayagar Cross Street, Gandhiji Road, Perundurai, Erode, Tamil Nadu - 638001. Ph: 0424-5549284"
4284,"Moore, Griffin and Bishop Clinic","No.971/1, 38, Kamaraj Ambedkar Road, Old Trunk Road, Palladam, Tiruppur, Tamil Nadu - 641637. Ph: 0421-8061230"
4285,Wright-Long Clinic,"No.395/B, 11, Kamaraj Hospital Road, Periyar Bus Stand Road, Vadipatti, Madurai, Tamil Nadu - 625009. Ph: 0452-4576099"
4286,"Andrews, Adkins and Fox Clinic","No.988, 31, Indira Anna Street, Villupuram Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606205. Ph: 04151-2187151"
4287,Chan and Sons Clinic,"No.768/2, 5, Mariamman Tank Street, Hospital Road, Thirumayam, Pudukottai, Tamil Nadu - 622215. Ph: 04322-3743340"
4288,Nelson PLC Clinic,"No.322/1, 23, Gandhi West Street, Tenkasi Road, Virudhunagar, Virudhunagar, Tamil Nadu - 626186. Ph: 04562-5166989"
4289,Snyder Group Clinic,"No.757, 47, Subash Big Street, Gandhi Nagar, Ariyalur, Ariyalur, Tamil Nadu - 621716. Ph: 04329-4690215"
4290,Payne Inc Clinic,"No.190/1, 16, APJ Kalam Cross Street, Kumaran Road, Uthukuli, Tiruppur, Tamil Nadu - 641622. Ph: 0421-5350343"
4291,Anderson-Young Clinic,"No.220/2, 47, Nehru Raja Street, Perundurai Road, Kangeyam, Erode, Tamil Nadu - 638009. Ph: 0424-8504100"
4292,Ross-Kane Clinic,"No.946/2, 36, Mariamman 1st Street, Railway Station Road, Kodaikanal, Dindigul, Tamil Nadu - 624685. Ph: 0451-6949158"
4293,Flowers-Adams Clinic,"No.659/B, 43, Ambedkar Nehru Street, Palladam Road, Kangeyam, Tiruppur, Tamil Nadu - 641668. Ph: 0421-6683604"
4294,Davis-Santiago Clinic,"No.351/2, 21, Kamaraj North Street, Race Course Road, Sulur, Coimbatore, Tamil Nadu - 641030. Ph: 0422-8471798"
4295,Stone PLC Clinic,"No.994/1, 47, Indira Bazaar Street, Trichy Road, Gandarvakottai, Pudukottai, Tamil Nadu - 622223. Ph: 04322-8859120"
4296,Sanchez-Colon Clinic,"No.727/2, 48, Mariamman Nehru Street, Bypass Road, Kulithalai, Karur, Tamil Nadu - 639050. Ph: 04324-7673561"
4297,Lopez LLC Clinic,"No.231/1, 43, Patel Bazaar Street, Beach Road, Chidambaram, Cuddalore, Tamil Nadu - 607753. Ph: 04142-7394655"
4298,Walker Ltd Clinic,"No.73/1, 15, APJ Kalam Market Street, Sathyamangalam Road, Mettupalayam, Coimbatore, Tamil Nadu - 641044. Ph: 0422-9470219"
4299,Smith-Harris Clinic,"No.110/1, 29, MGR New Street, Nethaji Road, Perundurai, Erode, Tamil Nadu - 638003. Ph: 0424-7940922"
4300,"Frank, Padilla and Jackson Clinic","No.533, 49, APJ Kalam Gandhi Road, Oppanakara Street, Mettupalayam, Coimbatore, Tamil Nadu - 641033. Ph: 0422-5687253"
4301,Walker Group Clinic,"No.598/1, 25, MGR East Street, Shevapet, Suramangalam, Salem, Tamil Nadu - 636006. Ph: 0427-5152675"
4302,"Edwards, Chung and Campos Clinic","No.103/B, 16, MGR Periyar Street, VIT Road, Ambur, Vellore, Tamil Nadu - 632007. Ph: 0416-6471880"
4303,"Miller, Turner and Larsen Clinic","No.653/B, 38, Ambedkar 2nd Street, Shevapet, Namakkal, Salem, Tamil Nadu - 636001. Ph: 0427-6719140"
4304,Jones-Sexton Clinic,"No.744/1, 49, Ambedkar Tank Street, Sathyamangalam Road, Annur, Coimbatore, Tamil Nadu - 641016. Ph: 0422-6811426"
4305,Tanner-Stone Clinic,"No.978, 8, Murugan Market Street, 1st Main Road, Nungambakkam, Chennai, Tamil Nadu - 600001. Ph: 044-9602825"
4306,Harris-Lester Clinic,"No.234/1, 27, Indira School Road, Gandhi Road, Periyakulam, Theni, Tamil Nadu - 625576. Ph: 04546-9833378"
4307,Brewer Ltd Clinic,"No.461/1, 14, Kamaraj 2nd Street, Trichy Road, Paramathi, Namakkal, Tamil Nadu - 637031. Ph: 04286-8539783"
4308,"Brown, Jackson and Ware Clinic","No.8, 8, Vinayagar Nehru Street, Station Road, Kallakurichi, Kallakurichi, Tamil Nadu - 606204. Ph: 04151-5464847"
4309,"West, Boyer and Keith Clinic","No.159, 16, Nehru Main Road, Market Street, Rameswaram, Ramanathapuram, Tamil Nadu - 623568. Ph: 04567-5558391"
4310,Cortez-Cunningham Clinic,"No.28, 29, Indira Gandhi Road, Bypass Road, Paravai, Madurai, Tamil Nadu - 625015. Ph: 0452-7724552"
4311,Jones-Reeves Clinic,"No.906, 21, Indira Ambedkar Road, Mount Road, Ambattur, Chennai, Tamil Nadu - 600107. Ph: 044-7530731"
4312,"Kirby, Bryant and Black Clinic","No.900/2, 39, Periyar East Street, Harbour Road, Kovilpatti, Thoothukudi, Tamil Nadu - 628372. Ph: 0461-7373655"
4313,"Wright, Macias and Mccarthy Clinic","No.391, 27, Kamaraj Old Street, West Car Street, Tiruvarur, Tiruvarur, Tamil Nadu - 610085. Ph: 04366-5685845"
4314,"Richardson, Mcdonald and Travis Clinic","No.13, 36, Shiva Bazaar Street, Kangeyam Road, Uthukuli, Tiruppur, Tamil Nadu - 641602. Ph: 0421-6687671"
4315,Foster-Smith Clinic,"No.227/2, 6, Nehru South Street, Old Trunk Road, Tiruppur, Tiruppur, Tamil Nadu - 641633. Ph: 0421-6896085"
4316,"Gilbert, Mason and Malone Clinic","No.70/B, 37, Shiva Hospital Road, Bangalore Road, Bargur, Krishnagiri, Tamil Nadu - 635114. Ph: 04343-5263112"
4317,"Mooney, Nichols and Fields Clinic","No.509/1, 23, Mariamman West Street, 1st Main Road, Ambattur, Chennai, Tamil Nadu - 600031. Ph: 044-5120659"
4318,Rivera LLC Clinic,"No.115/B, 45, Patel Kamaraj Road, Krishnagiri Road, Dharmapuri, Dharmapuri, Tamil Nadu - 636702. Ph: 04342-7541042"
4319,Pratt-Rose Clinic,"No.582/A, 31, Anna Ambedkar Road, Salem Road, Paramathi, Namakkal, Tamil Nadu - 637373. Ph: 04286-6200646"
4320,Bailey Group Clinic,"No.504/2, 31, Bharathiar Hospital Road, Anna Salai, Avadi, Chennai, Tamil Nadu - 600078. Ph: 044-8177304"
4321,"Wagner, Faulkner and Coleman Clinic","No.236, 41, Gandhi 2nd Street, Hospital Road, Thanjavur, Thanjavur, Tamil Nadu - 613006. Ph: 04362-4698963"
4322,"Blanchard, Figueroa and Orozco Clinic","No.186/2, 3, Gandhi Periyar Street, Nehru Street, Annur, Coimbatore, Tamil Nadu - 641088. Ph: 0422-3286998"
4323,"Neal, Thomas and Aguilar Clinic","No.166, 5, Ambedkar Anna Street, Hospital Street, Mayiladuthurai, Nagapattinam, Tamil Nadu - 611099. Ph: 04365-9423345"
4324,Hunt PLC Clinic,"No.963/A, 49, Rajiv Big Street, Bypass Road, Thirumangalam, Madurai, Tamil Nadu - 625014. Ph: 0452-8378213"
4325,Holder PLC Clinic,"No.119/2, 33, Indira Big Street, Bypass Road, Polur, Tiruvannamalai, Tamil Nadu - 606286. Ph: 04175-7539862"
4326,"Mcdonald, Wolfe and Blake Clinic","No.576/A, 8, Vivekananda Anna Street, Gandhi Road, Periyakulam, Theni, Tamil Nadu - 625563. Ph: 04546-6797485"
