Drug Name,Generic Name,Drug Strength,Dosage Type,Clinic Name,Clinic District,Current Stock,Predicted Demand,Suggested Restock,Status,Contributing Diseases,Period
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,English Group Clinic,Ottapidaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Erickson and Sons Clinic,T.Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,"Erickson, Taylor and Dillon Clinic",Peelamedu,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Erickson-Henson Clinic,Tiruchendur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Escobar-Mckinney Clinic,Udumalpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Escobar-Young Clinic,Kovilpatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Syrup,Espinoza Group Clinic,Sathyamangalam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,Espinoza Inc Clinic,Chennai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,"Espinoza, Alvarez and Lee Clinic",Gingee,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,Espinoza-Chase Clinic,Natham,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,"Estes, Baker and Aguilar Clinic",Kulithalai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,"Estrada, Frey and Jimenez Clinic",Ulundurpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,"Estrada, Frey and Jimenez Clinic",Ulundurpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Estrada-Marks Clinic,T.Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Estrada-Perkins Clinic,Peelamedu,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Evans and Sons Clinic,Annur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Syrup,"Evans, Chase and Martin Clinic",Pollachi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,"Evans, Davis and Cook Clinic",Sholinghur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,"Evans, Davis and Cook Clinic",Sholinghur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,"Evans, Dyer and Davis Clinic",Devakottai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Evans-Hatfield Clinic,Bhavani,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,Evans-Lloyd Clinic,Sembanarkoil,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Evans-Wright Clinic,Anna Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,"Everett, Molina and Hanna Clinic",Papanasam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,"Farmer, Wright and Sanders Clinic",KK Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Farmer-Manning Clinic,Saibaba Colony,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Farrell-Joseph Clinic,Denkanikottai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,"Faulkner, Moss and Lin Clinic",Kulithalai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,"Faulkner, Moss and Lin Clinic",Kulithalai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,"Faulkner, Walker and Wood Clinic",Sivagiri,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Ferguson Group Clinic,Anna Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,"Ferguson, Small and Fernandez Clinic",Fairlands,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Ferguson-Wagner Clinic,Namakkal,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Ferguson-Wood Clinic,Lalgudi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Fernandez Ltd Clinic,Mylapore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Fernandez, Cortez and Thomas Clinic",Virudhunagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Fernandez, Gilmore and Sanders Clinic",Royapettah,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Fernandez-Baldwin Clinic,T.Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Ferrell, Matthews and Graham Clinic",Sendurai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Fields PLC Clinic,Alangulam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Fields and Sons Clinic,Arapalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Fields, Brown and Barron Clinic",Peelamedu,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Figueroa PLC Clinic,Palladam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Finley LLC Clinic,Omalur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Fischer, Maldonado and Le Clinic",KK Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Fischer, Wagner and Faulkner Clinic",Pondicherry Border,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Fischer-Hawkins Clinic,Avadi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,Fisher Group Clinic,Palani,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Fisher Group Clinic,Palani,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Fisher Ltd Clinic,Bodinayakanur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,"Fisher, Adkins and Schmidt Clinic",Virudhunagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Fisher, Mclaughlin and Lewis Clinic",Ottapidaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,"Fisher, Murray and Wilson Clinic",Alangulam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,"Fisher, Murray and Wilson Clinic",Alangulam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Fisher-Lynn Clinic,Bhavani,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,Fisher-Webb Clinic,Arcot,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Fitzpatrick-Ellis Clinic,Sankarapuram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Fleming and Sons Clinic,Ariyalur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,"Fleming, Cross and Gross Clinic",Pondicherry Border,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Fleming, White and Moore Clinic",Paravai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Fletcher Group Clinic,Omalur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,"Fletcher, Garcia and Henry Clinic",Anna Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,"Fletcher, Lewis and Travis Clinic",Gandhipuram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Fletcher-Hunter Clinic,Thillai Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Fletcher-Hunter Clinic,Thillai Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Fletcher-Perry Clinic,Kovilpatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Flores LLC Clinic,Tiruchengode,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Flores PLC Clinic,Katpadi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Flores PLC Clinic,Sivakasi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,Flores and Sons Clinic,Udumalpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Flores, Ali and Perez Clinic",Ariyamangalam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,"Flores, Davis and Fitzgerald Clinic",Sankarapuram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Flores, Gonzalez and Daniels Clinic",Panruti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Flores, Herman and Gomez Clinic",Palladam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,"Flores, Walker and Spence Clinic",Tirukoilur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,"Flores, Wilson and James Clinic",Uthangarai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Flores-Acosta Clinic,Tenkasi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Flores-Anderson Clinic,Nemili,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Flores-Lewis Clinic,Melur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,"Flowers, Hernandez and Morrison Clinic",Gandhipuram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,"Flowers, Smith and Singleton Clinic",Omalur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Foley-Anderson Clinic,Kallakurichi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Forbes Inc Clinic,Gingee,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,"Ford, Brooks and Brown Clinic",Nagapattinam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Ford, Malone and Black Clinic",Natham,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,"Ford, Miles and Lewis Clinic",Coimbatore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Ford-Hurst Clinic,Tirunelveli,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Ford-Wilson Clinic,Chennai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Foster Group Clinic,Perambur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Foster LLC Clinic,Madurai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,"Foster, Bradford and Alvarado Clinic",Coimbatore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,"Foster, Mitchell and Ewing Clinic",Paramathi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Foster-Mcconnell Clinic,Adyar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Fowler Inc Clinic,Anna Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,"Fowler, Kane and Howard Clinic",RS Puram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Fowler-Williams Clinic,Omalur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,Fox LLC Clinic,Usilampatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Fox LLC Clinic,Usilampatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Fox Ltd Clinic,Nemili,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,"Fox, Oconnell and Edwards Clinic",Thirumangalam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Francis LLC Clinic,Usilampatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Francis PLC Clinic,Arapalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,"Francis, Williams and Forbes Clinic",Uthukuli,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,"Frank, Jackson and Vaughn Clinic",Mylapore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,"Frank, Logan and Martin Clinic",Neyveli,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,"Frank, Skinner and Cooke Clinic",Madurai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Franklin LLC Clinic,Panruti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Franklin Ltd Clinic,Polur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Franklin-Booth Clinic,Ambattur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Franklin-Garcia Clinic,Tiruppur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Franklin-Jones Clinic,Annur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Frazier PLC Clinic,Tiruchendur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,"Frazier, Garza and Jones Clinic",Natrampalli,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,"Frazier, Hernandez and Smith Clinic",Walajah,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Freeman PLC Clinic,Suramangalam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Freeman PLC Clinic,Madurai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Freeman and Sons Clinic,Mylapore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Freeman and Sons Clinic,Mylapore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,"Freeman, Jones and Williams Clinic",Ulundurpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,"Freeman, Wilcox and Smith Clinic",Tirupur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Freeman-Adams Clinic,Sankarapuram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Freeman-Reynolds Clinic,Anna Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,Freeman-Wells Clinic,Sivaganga,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"French, Morales and Miller Clinic",Arapalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,"French, Morales and Miller Clinic",Arapalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Frey PLC Clinic,Ulundurpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
